Title,Votes,Answers,Views,Views_per_day,Link 
Remote debug of Rust program in Visual Studio Code,1,1,2000,3,https://stackoverflow.com/questions/68888706/remote-debug-of-rust-program-in-visual-studio-code
Failed to cross-compile library from Windows to Android,1,1,2000,1,https://stackoverflow.com/questions/54189024/failed-to-cross-compile-library-from-windows-to-android
Rust: borrow checker in infinite loop,1,2,414,0,https://stackoverflow.com/questions/55872440/rust-borrow-checker-in-infinite-loop
Is there a way to launch a tokio::Delay on a new thread to allow the main loop to continue?,1,1,2000,1,https://stackoverflow.com/questions/54279989/is-there-a-way-to-launch-a-tokiodelay-on-a-new-thread-to-allow-the-main-loop-t
"How can I get user input without receiving an ""Unsed Variable"" warning?",1,2,383,0,https://stackoverflow.com/questions/30126581/how-can-i-get-user-input-without-receiving-an-unsed-variable-warning
A simple formula interpreter,1,2,544,0,https://stackoverflow.com/questions/30004175/a-simple-formula-interpreter
How can I cast Rc<RefCell<Box<MyTrait> to Rc<RefCell<Box<MyStruct>>> [duplicate],1,0,163,0,https://stackoverflow.com/questions/30855429/how-can-i-cast-rcrefcellboxmytrait-to-rcrefcellboxmystruct
How can I use shared logic from different files?,1,2,169,0,https://stackoverflow.com/questions/30286861/how-can-i-use-shared-logic-from-different-files
Conflicting lifetime requirement for iterator returned from function,1,1,140,0,https://stackoverflow.com/questions/28774496/conflicting-lifetime-requirement-for-iterator-returned-from-function
Why is a raw HTTP request extremely slow?,1,1,786,0,https://stackoverflow.com/questions/28795609/why-is-a-raw-http-request-extremely-slow
How do I create & use a list of callback functions?,1,1,520,0,https://stackoverflow.com/questions/28956195/how-do-i-create-use-a-list-of-callback-functions
Do I necessarily need to Box here?,1,2,405,0,https://stackoverflow.com/questions/28403648/do-i-necessarily-need-to-box-here
How to reverse a singly-linked list and convert it to a vector?,1,1,562,0,https://stackoverflow.com/questions/28273252/how-to-reverse-a-singly-linked-list-and-convert-it-to-a-vector
Having a child modify its parent,1,1,125,0,https://stackoverflow.com/questions/28323968/having-a-child-modify-its-parent
Unresolved import when calling a macro defined in an external crate,1,1,2000,0,https://stackoverflow.com/questions/28526180/unresolved-import-when-calling-a-macro-defined-in-an-external-crate
How to return a vector containing generic values,1,1,2000,0,https://stackoverflow.com/questions/29581855/how-to-return-a-vector-containing-generic-values
How do I create static C strings?,1,1,424,0,https://stackoverflow.com/questions/29563785/how-do-i-create-static-c-strings
"""fd not available for reading or writing"" when memory-mapping a file",1,1,215,0,https://stackoverflow.com/questions/29050285/fd-not-available-for-reading-or-writing-when-memory-mapping-a-file
Convert simple C #define's into Rust constants,1,1,2000,0,https://stackoverflow.com/questions/33529030/convert-simple-c-defines-into-rust-constants
Method `mul` has an incompatible type for trait,1,1,2000,0,https://stackoverflow.com/questions/33765397/method-mul-has-an-incompatible-type-for-trait
Explicitly stating the type of vector length for references,1,1,456,0,https://stackoverflow.com/questions/34036521/explicitly-stating-the-type-of-vector-length-for-references
How do I prevent TcpStream from blocking on a read?,1,1,2000,0,https://stackoverflow.com/questions/33557375/how-do-i-prevent-tcpstream-from-blocking-on-a-read
"Using macros, how to get unique names for struct fields?",1,3,1000,0,https://stackoverflow.com/questions/33193846/using-macros-how-to-get-unique-names-for-struct-fields
Which generic parameter must be specified?,1,1,113,0,https://stackoverflow.com/questions/33569621/which-generic-parameter-must-be-specified
How do I iterate through a string and replace certain phrases?,1,2,1000,0,https://stackoverflow.com/questions/34612960/how-do-i-iterate-through-a-string-and-replace-certain-phrases
What is the idiomatic way to create a collection of references to methods that take self?,1,1,126,0,https://stackoverflow.com/questions/34980343/what-is-the-idiomatic-way-to-create-a-collection-of-references-to-methods-that-t
What type annotations does Rust want for this UFCS call?,1,1,118,0,https://stackoverflow.com/questions/34374149/what-type-annotations-does-rust-want-for-this-ufcs-call
Mutable versus immutable lifetime,1,1,232,0,https://stackoverflow.com/questions/34568157/mutable-versus-immutable-lifetime
Do I need multiple impl blocks to implement multiple methods that set a concrete type for a type parameter?,1,1,757,0,https://stackoverflow.com/questions/34164704/do-i-need-multiple-impl-blocks-to-implement-multiple-methods-that-set-a-concrete
Initialize boxed slice without clone or copy,1,1,2000,0,https://stackoverflow.com/questions/34284191/initialize-boxed-slice-without-clone-or-copy
"How to implement a vector (array, ..) of functions in Rust when the functions come from different modules",1,1,3000,1,https://stackoverflow.com/questions/31736656/how-to-implement-a-vector-array-of-functions-in-rust-when-the-functions-co
"Assigning to a moved variable seems to ""negate"" the move",1,1,185,0,https://stackoverflow.com/questions/32237882/assigning-to-a-moved-variable-seems-to-negate-the-move
Iterate over two-dimensional Vector of Options,1,1,1000,0,https://stackoverflow.com/questions/32619964/iterate-over-two-dimensional-vector-of-options
How to fix: value may contain references; add `'static` bound to `T`,1,2,783,0,https://stackoverflow.com/questions/24375771/how-to-fix-value-may-contain-references-add-static-bound-to-t
Why are all my pointers pointing to the same place with to_c_str() in rust?,1,1,226,0,https://stackoverflow.com/questions/23053398/why-are-all-my-pointers-pointing-to-the-same-place-with-to-c-str-in-rust
Idiomatic way to handle writes to a TcpStream while waiting on read,1,1,2000,0,https://stackoverflow.com/questions/21157789/idiomatic-way-to-handle-writes-to-a-tcpstream-while-waiting-on-read
but there is no value for it to be borrowed from,1,1,4000,1,https://stackoverflow.com/questions/27247142/but-there-is-no-value-for-it-to-be-borrowed-from
Why does my parallel merge algorithm produce the correct values in all positions of the output except the first?,-1,1,69,0,https://stackoverflow.com/questions/64124353/why-does-my-parallel-merge-algorithm-produce-the-correct-values-in-all-positions
How to set input as raw string in Rust?,-1,1,2000,0,https://stackoverflow.com/questions/37889091/how-to-set-input-as-raw-string-in-rust
"cannot satisfy `_: Runnable<dyn A, Arc<Mutex<Option<Box<dyn A>>>>>`",-1,1,160,0,https://stackoverflow.com/questions/68241551/cannot-satisfy-runnabledyn-a-arcmutexoptionboxdyn-a
Will debug symbols affect the performance in Rust?,-2,1,1000,1,https://stackoverflow.com/questions/62998479/will-debug-symbols-affect-the-performance-in-rust
How to create statically sized array in Rust?,-2,2,118,0,https://stackoverflow.com/questions/73192144/how-to-create-statically-sized-array-in-rust
How to hold Rust objects in Rust code created through C++?,-2,1,356,0,https://stackoverflow.com/questions/62338832/how-to-hold-rust-objects-in-rust-code-created-through-c
Dropping partially moved values after the moved values are dropped,-2,1,247,0,https://stackoverflow.com/questions/49499188/dropping-partially-moved-values-after-the-moved-values-are-dropped
Not live long enough with CSV and dataflow,-2,1,154,0,https://stackoverflow.com/questions/45284132/not-live-long-enough-with-csv-and-dataflow
"build substrate pallet get the following fault, how to resolve it? [closed]",-2,1,770,0,https://stackoverflow.com/questions/63993569/build-substrate-pallet-get-the-following-fault-how-to-resolve-it
How to change Iron's default 404 behaviour?,-2,1,215,0,https://stackoverflow.com/questions/43284994/how-to-change-irons-default-404-behaviour
How to print out a byte variable in Rust,-2,2,189,0,https://stackoverflow.com/questions/72666068/how-to-print-out-a-byte-variable-in-rust
"expected a `FnMut<(X<'_>,)>` closure, found `dyn for<'r, 's> FnMut(&'r mut X<'s>) -> Result<Y, std::io::Error>`",-2,1,167,0,https://stackoverflow.com/questions/72549399/expected-a-fnmutx-closure-found-dyn-forr-s-fnmutr-mut-xs
Type for `|f| move |A| A.map(f)`,-2,1,79,0,https://stackoverflow.com/questions/71216280/type-for-f-move-a-a-mapf
Temporary value dropped while borrowed (E0506),-3,1,153,0,https://stackoverflow.com/questions/69678387/temporary-value-dropped-while-borrowed-e0506
Trying to get Rust to load files,-3,1,664,0,https://stackoverflow.com/questions/40443963/trying-to-get-rust-to-load-files
How do I set the return value's lifetime? [closed],-3,2,590,0,https://stackoverflow.com/questions/49581900/how-do-i-set-the-return-values-lifetime
How to solve this rust lifetime bound issue of SDL2? [duplicate],-3,1,318,0,https://stackoverflow.com/questions/49747073/how-to-solve-this-rust-lifetime-bound-issue-of-sdl2
How to correctly iterate all records of a multi-level depth structure in Rust?,-4,1,297,0,https://stackoverflow.com/questions/47797743/how-to-correctly-iterate-all-records-of-a-multi-level-depth-structure-in-rust
can i use rust's match in python? [closed],-4,1,738,0,https://stackoverflow.com/questions/59098889/can-i-use-rusts-match-in-python
Rust import error,-5,2,298,0,https://stackoverflow.com/questions/51126450/rust-import-error
Mismatched Type while returning generic Struct [duplicate],1,1,255,0,https://stackoverflow.com/questions/45249716/mismatched-type-while-returning-generic-struct
Rust loop on HashMap while borrowing self,1,1,1000,0,https://stackoverflow.com/questions/45311896/rust-loop-on-hashmap-while-borrowing-self
An easy way to find unwrap() usages of Result only,1,0,186,0,https://stackoverflow.com/questions/69314565/an-easy-way-to-find-unwrap-usages-of-result-only
How to disable LLVM optimisations for rust in Godbolt (for asm education purposes),1,2,229,1,https://stackoverflow.com/questions/72563619/how-to-disable-llvm-optimisations-for-rust-in-godbolt-for-asm-education-purpose
"How to resolve ""edition2021 is required"" when compiling all cw-plus contracts in docker container?",1,1,794,3,https://stackoverflow.com/questions/72369286/how-to-resolve-edition2021-is-required-when-compiling-all-cw-plus-contracts-in
Include main.rs in other module,1,1,180,0,https://stackoverflow.com/questions/61244940/include-main-rs-in-other-module
"How to implement Display while respecting width, fill and alignment?",1,2,217,0,https://stackoverflow.com/questions/72544241/how-to-implement-display-while-respecting-width-fill-and-alignment
Why is Vec<&str> missing lifetime specifier here? [duplicate],1,1,1000,0,https://stackoverflow.com/questions/57266481/why-is-vecstr-missing-lifetime-specifier-here
Is it possible to await a &dyn Future?,1,1,850,1,https://stackoverflow.com/questions/67373797/is-it-possible-to-await-a-dyn-future
How to deserialize a nested big array,1,2,175,0,https://stackoverflow.com/questions/72618777/how-to-deserialize-a-nested-big-array
rustup install stable error during download,1,2,2000,1,https://stackoverflow.com/questions/51355650/rustup-install-stable-error-during-download
What is the paradigmatic way to use large global static tables that are initialized once and serve practically as constants in Rust? [duplicate],1,0,464,0,https://stackoverflow.com/questions/61754475/what-is-the-paradigmatic-way-to-use-large-global-static-tables-that-are-initiali
Fast forward time when writing Substrate Runtime Test,1,1,251,0,https://stackoverflow.com/questions/57104802/fast-forward-time-when-writing-substrate-runtime-test
How to call regexes in a loop without cloning the data,1,1,111,0,https://stackoverflow.com/questions/66714868/how-to-call-regexes-in-a-loop-without-cloning-the-data
How to specify generics that can be dereferenced into a trait,1,2,51,0,https://stackoverflow.com/questions/72349304/how-to-specify-generics-that-can-be-dereferenced-into-a-trait
How can I call `and_then` on a boxed Future? [duplicate],1,0,330,0,https://stackoverflow.com/questions/50822267/how-can-i-call-and-then-on-a-boxed-future
